ID_Cliente,Cancelación,Género,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Meses_Conectado,Servicio_Teléfono,Líneas_Múltiples,Servicio_Internet,Seguridad_En_Línea,Respaldo_En_Línea,Protección_Dispositivo,Soporte_Técnico,TV_Streaming,Películas_Streaming,Tipo_Contrato,Factura_Electrónica,Método_Pago,Cargos_Mensuales,Cargos_Totales,Cargos_Diarios
4785-QRJHC,1.0,Male,1,1,0,46,0,No phone service,DSL,0,1,1,1,1,1,One year,1,Bank transfer (automatic),59.9,2816.65,1.9969999999999999
4786-UKSNZ,1.0,Male,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.2,20.2,0.673
4789-KWMXN,1.0,Male,0,1,0,47,1,1,Fiber optic,1,0,1,1,1,1,One year,1,Credit card (automatic),110.85,5275.8,3.6950000000000003
4791-QRGMF,1.0,Male,0,1,0,59,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),99.5,5961.1,3.317
4795-KTRTH,1.0,Female,1,1,0,5,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,81.0,371.65,2.7
4795-UXVCJ,0.0,Male,0,0,0,26,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.8,457.3,0.66
4795-WRNVT,0.0,Female,0,0,0,40,1,0,DSL,1,1,0,0,1,0,Month-to-month,0,Mailed check,65.1,2586.0,2.17
4797-AXPXK,1.0,Female,0,0,1,1,1,0,DSL,1,1,0,1,0,0,Month-to-month,1,Electronic check,60.0,60.0,2.0
4797-MIWUM,0.0,Male,0,1,1,7,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.25,174.7,0.675
4800-CZMPC,1.0,Female,0,1,1,48,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Credit card (automatic),103.25,5037.55,3.442
4800-VHZKI,1.0,Female,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.9,19.9,0.663
4801-JZAZL,0.0,Female,0,1,1,11,0,No phone service,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,29.6,346.45,0.987
4801-KFYKL,0.0,Male,0,0,1,8,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.45,159.2,0.648
4803-AXVYP,1.0,Female,1,0,0,38,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,99.55,3734.25,3.318
4803-LBYPN,0.0,Male,0,1,1,34,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.8,635.9,0.6930000000000001
4804-NCPET,0.0,Male,0,1,1,19,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.2,387.4,0.673
4806-DXQCE,0.0,Female,1,1,0,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,113.65,7714.65,3.7880000000000003
4806-HIPDW,1.0,Female,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,68.95,68.95,2.298
4806-KEXQR,1.0,Male,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.9,324.3,2.6630000000000003
4807-IZYOZ,0.0,Female,0,0,0,51,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.65,1020.75,0.6880000000000001
4808-YNLEU,0.0,Female,0,1,0,35,1,0,DSL,1,0,0,0,1,0,One year,1,Bank transfer (automatic),62.15,2215.45,2.072
4811-JBUVU,0.0,Male,0,0,0,30,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Credit card (automatic),89.9,2723.15,2.997
4813-HQMGZ,0.0,Female,0,1,0,8,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Electronic check,90.25,743.75,3.008
4815-GBTCD,0.0,Female,0,1,0,4,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,25.15,99.95,0.838
4815-TUMEQ,0.0,Female,0,0,0,10,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.3,185.2,0.643
4815-YOSUK,0.0,Male,0,1,1,72,1,1,Fiber optic,1,1,1,1,0,1,One year,1,Credit card (automatic),104.9,7537.5,3.497
4816-JBHOV,1.0,Male,1,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.7,93.7,1.49
4816-LXZYW,1.0,Female,0,0,0,23,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,79.15,1676.95,2.638
4816-OKWNX,0.0,Male,0,1,1,50,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),103.4,5236.4,3.447
4817-KEQSP,0.0,Female,0,1,1,71,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.85,1326.35,0.662
4817-QRJSX,1.0,Female,0,0,0,10,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),81.0,818.05,2.7
4817-VYYWS,1.0,Female,0,0,0,30,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.2,2983.8,3.34
4818-DRBQT,1.0,Male,0,1,0,29,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),80.15,2265.25,2.672
4818-QIUFN,1.0,Female,1,0,0,20,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,79.15,1520.9,2.638
4819-HJPIW,0.0,Male,0,0,0,18,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.15,476.8,0.838
4821-SJHJV,0.0,Female,0,1,1,32,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,89.6,2901.8,2.987
4821-WQOYN,0.0,Female,0,1,1,72,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),20.1,1326.25,0.67
4822-LPTYJ,0.0,Male,0,1,0,72,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),103.75,7346.2,3.458
4822-NGOCH,1.0,Female,0,0,0,13,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,84.45,1058.6,2.815
4822-RVYBB,1.0,Male,1,0,0,8,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.6,819.4,3.3529999999999998
4822-YCXMX,1.0,Male,0,0,0,25,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.8,2043.45,2.827
4824-GUCBY,0.0,Female,1,0,0,22,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Electronic check,81.7,1820.9,2.723
4825-FUREZ,0.0,Male,0,1,0,42,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,20.25,835.5,0.675
4825-XJGDM,0.0,Female,0,0,0,61,0,No phone service,DSL,1,1,1,1,0,0,One year,0,Credit card (automatic),43.7,2696.55,1.457
4826-DXMUP,0.0,Male,0,0,1,35,1,0,DSL,0,0,0,1,1,1,One year,1,Mailed check,72.1,2495.15,2.403
4826-TZEVA,0.0,Female,0,0,0,40,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),74.8,2971.7,2.493
4826-XTSOH,1.0,Male,1,1,0,1,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,86.05,86.05,2.868
4827-DPADN,0.0,Female,0,1,1,72,1,1,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),83.3,6042.7,2.777
4827-LTQRJ,0.0,Female,1,1,1,66,1,1,Fiber optic,1,1,0,1,1,1,One year,1,Credit card (automatic),110.6,7210.85,3.6870000000000003
4827-USJHP,0.0,Male,0,0,0,20,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,51.8,1023.85,1.7269999999999999
4828-FAZPK,0.0,Female,0,1,1,16,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),79.95,1267.95,2.665
4829-AUOAX,1.0,Female,0,0,0,46,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Bank transfer (automatic),96.05,4399.5,3.202
4829-ZLJTK,0.0,Female,1,1,0,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Electronic check,112.4,8046.85,3.747
4830-FAXFM,0.0,Male,0,0,1,19,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),24.1,439.2,0.803
4831-EOBFE,1.0,Male,0,1,1,29,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Credit card (automatic),94.65,2649.15,3.155
4832-VRBMR,0.0,Male,1,1,0,65,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),103.15,6792.45,3.438
4833-QTJNO,0.0,Male,1,1,0,67,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),83.85,5588.8,2.795
4835-YSJMR,0.0,Male,0,0,0,39,1,0,DSL,0,0,0,1,0,0,Two year,1,Bank transfer (automatic),49.8,1971.15,1.6600000000000001
4836-WNFNO,0.0,Female,0,1,0,72,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.0,1849.2,0.833
4837-PZTIC,0.0,Female,0,0,0,47,0,No phone service,DSL,1,0,1,1,0,0,Two year,0,Mailed check,41.9,1875.25,1.397
4837-QUSFT,0.0,Female,0,1,0,65,1,1,Fiber optic,1,1,0,1,1,0,One year,1,Bank transfer (automatic),100.15,6643.5,3.338
4840-ORQXB,0.0,Female,1,0,0,56,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,104.75,5841.35,3.492
4844-JJWUY,1.0,Female,1,0,0,1,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,86.0,86.0,2.867
4846-WHAFZ,1.0,Female,1,1,0,37,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.5,2868.15,2.55
4847-QNOKA,1.0,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),44.9,44.9,1.4969999999999999
4847-TAJYI,0.0,Female,1,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.35,567.8,2.9779999999999998
4849-PYRLQ,0.0,Female,1,0,0,56,1,1,DSL,1,0,1,1,0,1,Two year,0,Bank transfer (automatic),73.25,4054.2,2.442
4851-BQDNX,0.0,Male,0,1,1,40,1,0,Fiber optic,0,0,1,0,1,0,One year,1,Electronic check,85.05,3355.65,2.835
4853-OITSN,0.0,Male,0,1,0,5,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,89.15,413.25,2.972
4853-RULSV,1.0,Male,0,0,0,70,1,1,Fiber optic,1,0,0,1,1,1,Two year,1,Credit card (automatic),104.0,7250.15,3.467
4854-CIDCF,0.0,Female,1,0,0,3,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,73.85,196.4,2.462
4854-SSLTN,0.0,Male,0,1,1,2,1,0,DSL,1,1,0,1,0,0,Two year,0,Mailed check,59.5,130.5,1.983
4855-SNKMY,1.0,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.1,44.1,1.47
4859-ZSRDZ,0.0,Female,0,1,1,58,0,No phone service,DSL,0,0,1,1,1,1,Two year,1,Credit card (automatic),55.5,3166.9,1.85
4860-IJUDE,0.0,Male,0,0,0,13,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),73.75,956.65,2.458
4860-YZGZM,0.0,Male,0,0,0,10,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.0,185.4,0.667
4868-AADLV,0.0,Male,1,1,1,66,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Electronic check,116.25,7862.25,3.875
4869-EPIUS,0.0,Male,0,1,0,56,1,0,Fiber optic,0,0,0,0,0,1,One year,1,Electronic check,80.9,4557.5,2.697
4871-JTKJF,1.0,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.65,69.65,2.322
4872-JCVCA,0.0,Female,0,1,0,71,0,No phone service,DSL,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),47.6,3377.8,1.587
4872-VXRIL,0.0,Male,0,0,0,56,1,1,DSL,1,1,0,1,0,0,One year,1,Bank transfer (automatic),64.65,3665.55,2.155
4873-ILOLJ,1.0,Male,0,0,0,24,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.35,2238.5,3.012
4877-EVATK,1.0,Male,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.0,20.0,0.667
4877-TSOFF,0.0,Female,0,1,1,55,1,1,DSL,1,1,0,1,0,1,One year,1,Bank transfer (automatic),75.75,4264.25,2.525
4878-BUNFV,0.0,Male,0,1,1,42,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.7,828.85,0.6900000000000001
4879-GZLFH,0.0,Female,0,1,1,42,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,92.15,3875.4,3.072
4881-GQJTW,0.0,Male,0,0,0,14,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.6,300.4,0.653
4881-JVQOD,0.0,Male,1,1,1,10,0,No phone service,DSL,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),34.55,362.6,1.152
4883-KCPZJ,0.0,Female,0,1,1,22,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.25,555.4,0.842
4883-QICIH,1.0,Male,0,1,1,32,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.75,2347.9,2.325
4884-LEVMQ,0.0,Male,0,1,0,39,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.45,790.0,0.682
4884-TVUQF,0.0,Female,1,0,0,57,1,1,Fiber optic,1,0,1,1,0,1,Two year,0,Credit card (automatic),101.3,5779.6,3.377
4884-ZTHVF,0.0,Female,1,0,0,8,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,87.1,713.6,2.903
4890-VMUAV,0.0,Male,0,0,0,63,1,1,DSL,1,1,1,1,0,0,One year,0,Electronic check,71.5,4576.3,2.383
4891-NLUBA,0.0,Female,0,1,1,61,0,No phone service,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),61.45,3751.15,2.048
4892-VLANZ,1.0,Male,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.8,19.8,0.66
4893-GYUJU,0.0,Female,0,0,0,50,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.35,1033.0,0.645
4895-TMWIR,1.0,Male,1,1,0,11,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.95,214.75,0.665
4896-CPRPF,0.0,Male,0,1,1,35,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.45,809.25,0.848
4897-QSUYC,1.0,Female,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.15,20.15,0.672
4900-MSOMT,0.0,Female,0,1,1,72,1,1,DSL,1,1,1,1,1,0,Two year,0,Bank transfer (automatic),80.2,5714.2,2.673
4902-OHLSK,1.0,Female,1,0,0,29,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,0,Electronic check,98.65,2862.75,3.2880000000000003
4903-CNOZC,0.0,Male,0,0,0,29,1,1,DSL,0,1,1,0,0,1,One year,0,Credit card (automatic),70.9,1964.6,2.363
4903-UYAVB,1.0,Male,0,1,0,5,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.35,126.05,0.645
4905-JEFDW,1.0,Male,0,0,0,11,0,No phone service,DSL,0,0,1,0,1,0,One year,1,Electronic check,41.6,470.6,1.387
4906-ZHGPK,0.0,Male,0,1,1,54,1,1,DSL,0,1,0,1,1,0,One year,1,Electronic check,70.7,3770.0,2.357
4908-XAXAY,0.0,Female,1,0,0,49,1,0,Fiber optic,0,1,1,0,0,1,One year,1,Bank transfer (automatic),89.85,4287.2,2.995
4909-JOUPP,0.0,Male,1,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Credit card (automatic),109.7,7898.45,3.657
4910-AQFFX,1.0,Male,0,1,1,9,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),79.35,661.25,2.645
4910-GMJOT,1.0,Female,0,0,0,1,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.6,94.6,3.153
4911-BANWH,1.0,Female,0,0,1,31,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),86.55,2697.4,2.885
4912-PIGUY,0.0,Female,0,0,0,1,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.6,84.6,2.8200000000000003
4913-EHYUI,1.0,Male,1,1,1,56,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Bank transfer (automatic),104.55,5794.65,3.485
4915-BFSXL,0.0,Male,0,1,1,70,1,1,DSL,1,0,1,0,1,0,Two year,0,Credit card (automatic),68.95,4858.7,2.298
4918-FYJNT,0.0,Female,1,1,0,55,1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,0,Electronic check,90.45,5044.8,3.015
4918-QLLIW,1.0,Male,0,0,0,3,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Credit card (automatic),53.4,188.7,1.78
4919-IKATY,1.0,Male,0,1,1,5,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Electronic check,84.5,453.75,2.817
4919-MOAVT,1.0,Male,0,0,1,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.65,220.1,2.322
4922-CVPDX,0.0,Female,0,1,0,26,1,0,DSL,0,1,1,0,1,1,Two year,1,Credit card (automatic),73.5,1905.7,2.45
4923-ADWXJ,0.0,Female,0,0,0,25,1,0,DSL,0,1,0,1,0,1,Month-to-month,1,Bank transfer (automatic),65.8,1679.65,2.193
4925-LMHOK,1.0,Male,0,0,0,15,1,1,DSL,0,1,0,1,0,0,Month-to-month,1,Credit card (automatic),58.6,939.7,1.953
4926-UMJZD,0.0,Female,0,1,0,31,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,49.2,1498.55,1.6400000000000001
4927-WWOOZ,0.0,Male,0,1,0,2,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,91.45,171.45,3.048
4929-BSTRX,1.0,Female,0,0,0,1,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Mailed check,53.55,53.55,1.7850000000000001
4929-ROART,0.0,Male,0,0,0,18,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,56.25,969.85,1.875
4929-XIHVW,0.0,Male,1,1,0,2,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),95.5,181.65,3.183
4931-TRZWN,0.0,Female,0,0,0,13,1,0,DSL,1,0,0,0,1,1,Month-to-month,1,Electronic check,71.95,923.85,2.398
4933-BSAIP,0.0,Female,0,1,0,40,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.1,780.1,0.637
4933-IKULF,0.0,Female,1,0,0,17,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.65,330.6,0.6880000000000001
4936-YPJNK,0.0,Female,0,0,0,10,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.9,199.45,0.663
4937-QPZPO,0.0,Male,0,1,1,61,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,99.9,6241.35,3.33
4939-KYYPY,0.0,Male,0,0,0,27,1,1,DSL,0,0,1,1,0,0,Month-to-month,0,Electronic check,59.45,1611.65,1.982
4940-KHCWD,0.0,Female,0,1,0,60,0,No phone service,DSL,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),37.7,2288.7,1.2570000000000001
4942-VZZOM,0.0,Male,0,1,0,64,1,1,DSL,1,0,0,0,1,0,One year,1,Credit card (automatic),66.15,4392.5,2.205
4945-RVMTE,0.0,Female,0,0,0,28,1,0,DSL,0,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),59.55,1646.45,1.9849999999999999
4946-EDSEW,1.0,Female,0,1,1,11,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.25,180.3,0.642
4947-DSMXK,0.0,Male,0,1,1,34,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),97.7,3410.0,3.257
4948-WBBKL,0.0,Female,1,0,0,36,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.9,2659.45,2.497
4950-BDEUX,0.0,Male,0,0,0,35,0,No phone service,DSL,0,0,1,0,1,1,Month-to-month,0,Electronic check,49.2,1701.65,1.6400000000000001
4950-HKQTE,0.0,Female,0,0,0,22,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,26.25,605.9,0.875
4951-UKAAQ,1.0,Female,0,0,0,4,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,88.95,355.2,2.965
4952-YSOGZ,1.0,Female,0,1,1,4,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.95,381.3,2.865
4955-VCWBI,0.0,Female,0,1,1,43,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.0,817.95,0.667
4957-SREEC,0.0,Male,0,1,1,70,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.35,1458.1,0.678
4957-TIALW,0.0,Female,0,0,1,15,1,0,DSL,1,1,1,1,0,0,One year,0,Credit card (automatic),65.6,1010.0,2.187
4957-TREIR,0.0,Male,0,0,0,3,1,0,DSL,1,0,0,1,1,0,Month-to-month,1,Credit card (automatic),64.4,195.65,2.147
4958-GZWIY,1.0,Male,0,1,1,7,1,0,DSL,0,0,1,0,0,0,Month-to-month,0,Electronic check,48.7,340.25,1.623
4958-XCBDQ,1.0,Male,1,0,0,35,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.4,3496.3,3.38
4959-JOSRX,1.0,Female,0,1,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.6,80.55,1.487
4962-CHQPW,0.0,Male,0,0,1,29,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.85,535.05,0.662
4967-WPNCF,0.0,Male,0,0,0,72,0,No phone service,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),63.7,4464.8,2.123
4971-PUYQO,1.0,Female,0,0,0,27,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,94.55,2724.6,3.152
4973-MGTON,0.0,Female,0,1,0,71,1,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),84.4,5969.3,2.813
4973-RLZVI,0.0,Female,0,0,0,30,1,0,DSL,1,1,1,1,1,0,One year,0,Credit card (automatic),74.65,2308.6,2.488
4976-LNFVV,0.0,Male,1,1,0,19,0,No phone service,DSL,0,1,1,0,0,0,Month-to-month,1,Credit card (automatic),34.3,577.15,1.143
4979-HPRFL,0.0,Male,0,1,1,56,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.15,1402.25,0.805
4980-URKXC,0.0,Male,0,1,0,36,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.85,720.05,0.6950000000000001
4981-FLTMF,0.0,Female,0,1,1,57,1,1,DSL,1,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),65.2,3687.85,2.173
4983-CCWMC,0.0,Male,0,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.6,207.4,2.32
4983-CLMLV,0.0,Female,0,1,0,52,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Credit card (automatic),102.7,5138.1,3.423
4986-MXSFP,0.0,Female,0,0,0,2,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.0,40.9,0.667
4987-GQWPO,0.0,Male,0,0,0,17,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),25.1,382.8,0.837
4988-IQIGL,1.0,Male,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.35,75.35,2.512
4989-LIXVT,0.0,Male,1,0,0,68,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,95.9,6503.2,3.197
4990-ALDGW,0.0,Male,0,0,0,57,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.75,1118.8,0.6920000000000001
4992-LTJNE,0.0,Male,0,1,1,72,1,1,DSL,1,0,0,0,0,0,Two year,0,Bank transfer (automatic),55.3,3983.6,1.843
4993-JCRGJ,0.0,Male,0,0,0,26,1,1,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Mailed check,84.3,2281.6,2.81
4994-OBRSZ,0.0,Male,0,0,1,14,1,0,DSL,1,1,1,1,0,1,Two year,0,Bank transfer (automatic),76.1,1054.8,2.537
4998-IKFSE,0.0,Female,0,0,0,30,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Electronic check,100.45,3096.9,3.348
4999-IEZLT,0.0,Male,0,0,0,66,0,No phone service,DSL,0,0,0,1,0,0,One year,0,Credit card (automatic),29.45,1983.15,0.982
5002-GCQFH,0.0,Male,0,1,0,49,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),93.85,4733.1,3.128
5003-OKNNK,0.0,Female,0,1,1,15,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.35,335.95,0.678
5003-XZWWO,0.0,Male,0,1,0,71,1,1,DSL,0,1,1,1,1,1,Two year,0,Credit card (automatic),84.2,5956.85,2.807
5006-MXVRN,0.0,Female,0,0,0,39,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.7,762.45,0.6900000000000001
5010-IPEAQ,0.0,Female,0,1,1,67,0,No phone service,DSL,1,1,1,1,1,0,Two year,0,Credit card (automatic),54.2,3623.95,1.807
5012-YSPJJ,0.0,Male,0,1,1,31,1,0,DSL,0,0,1,1,0,0,Month-to-month,0,Mailed check,54.35,1647.0,1.812
